,question,option_a,option_b,option_c,option_d,correct answer,option,subject,llama_score
17,முன் கழுத்துகழலை நோய் எதன் குறைப்பாட்டால் ஏற்படுகிறது,அயோடின்,கார்போஹைட்ரேட்,புரதம்,நியாசின்,அயோடின்,0,biology,0
18,குவாஷியோக்கர் நோய் எதன் குறைப்பாட்டால் ஏற்படுகிறது,கொழுப்பு,அயர்ன்,புரதம்,நியாசின்,கொழுப்பு,0,biology,0
19,பின்வருவனவற்றுள் எது ஒட்டுண்ணி தாவரம்,யூட்ரிகுலேரியா,கஸ்குட்டா ,நெப்பந்தஸ்,மாஸ்,கஸ்குட்டா ,1,biology,0
20,மாலைக்கண் நோய் எதனால் ஏற்படுகிறது,வைட்டமின் D,வைட்டமின் A,வைட்டமின் C,வைட்டமின் B,வைட்டமின் A,1,biology,0
21,பூச்சியை உண்ணும் தாவரத்திற்கு உதாரணம்,நெப்பந்தஸ்,யூட்ரிகுலேரியா,டுரோசியா,இவை அனைத்தும்,இவை அனைத்தும்,3,biology,1
22,செல்லின் ஆற்றல் மையம் எனப்படுவது,லைசோசம்,மைட்டோகாண்டரியா,ரிபோசம்,கோல்கை உறுப்புகள்,மைட்டோகாண்டரியா,1,biology,0
23,தாவர செல்லில் மட்டும் காணப்படுவது,செல்சுவர்,சென்ட்ரோசோம்,சைட்டோபிளாசம்,உட்கரு,செல்சுவர்,0,biology,0
24,விலங்கு செல்லில் மட்டும் காணப்படுவது,செல்சுவர்,சைட்டோபிளாசம்,சென்ட்ரோசோம்,கோல்கை உறுப்புகள்,சென்ட்ரோசோம்,2,biology,1
25,பின்வருவனற்றில் எது யூகேரியாட்டிக் செல் ,நீலம்பசும்பாசி,அமீபா,பாக்டிரியா,இவை அனைத்தும்,அமீபா,1,biology,0
26,பின்வருவனற்றில் எது புரோகேரியாட்டிக் செல் ,ஈஸ்ட்,பாக்டிரியா,பாரமீசியம்,அமீபா,பாக்டிரியா,1,biology,0
27,செல்லின் தற்கொலைபைகள் எனப்படுவது,ரிபோசம்,கோல்கை உறுப்புகள்,செல்சுவர்,லைசோசம்,லைசோசம்,3,biology,0
28,செல்லின் புரத தொழிற்சாலை எனப்படுவது,கோல்கை உறுப்புகள்,ரிபோசம்,செல்சுவர்,சென்ட்ரோசோம்,ரிபோசம்,1,biology,0
29,செல்லை கண்டுபிடுத்தவர் யார்?,ராபர்ட்பிரௌன்,வில்லியம்குருக்,ராபர்ட்ஹூக்,ஸவான்,ராபர்ட்ஹூக்,2,biology,0
30,ஒரு செல் தாவரம் எது?,யூக்ளினா,அமீபா,கிளாமிடோமோஸ்,இவை அனைத்தும்,கிளாமிடோமோஸ்,2,biology,1
31,முள்தோலி வகை விலங்கு எது?,ஜெல்லிமீன்,நட்சத்திர மீன்,ஆக்டோபஸ்,காட்பிஷ்,நட்சத்திர மீன்,1,biology,1
32,விண்வெளிக்கு முதன்முதலாக சென்ற விலங்கு,குரங்கு,மனிதன்,நாய்,எலி,நாய்,2,biology,0
33,யானையின் தந்தங்கள் எதன் மாறுபாடாகும்,வெட்டும் பற்கள்,கோரைப்பற்கள்,முன்கவாய் பற்கள்,முன்தாடை,வெட்டும் பற்கள்,0,biology,0
34,நிறக்குருடு உள நீர்வாழ் விலங்கு?,தவளை,மீன்,திமிங்கலம்,முதலை,முதலை,3,biology,0
35,தாவர உலகின் இருவாழ்வி்கள் எனப்படுவது,மாஸ்,பெரணி,நெப்ரோலெப்பிஸ்,அல்லி,மாஸ்,0,biology,0
